id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18745255,APARTAMENTO  MAURICI - With views of Maurici Lake,71816652,April,,Castelló d'Empúries,42.25501,3.10734,Entire home/apt,85,2,41,9/12/21,0.73,9,126,10,HUTG-008112
18745295,Appartement les pieds dans l'eau,121104995,Julie,,Palafrugell,41.89358,3.19563,Entire home/apt,100,2,34,12/28/21,0.63,2,264,5,HUTG-012871
18746622,"Oliveres, nice holiday home by comunual pool.",26234453,Rachel,,Torroella de Montgrí,42.0543,3.16864,Entire home/apt,94,7,7,8/19/20,0.13,43,0,0,Hutg-004070
18747104,Villa Gongu,10946365,Nicole,,Vall-llobrega,41.88534,3.11626,Entire home/apt,140,6,8,8/14/21,0.15,1,73,3,
18749170,"Fabulosa casa en Roses, Costa Brava",50306800,Cristina,,Palau-saverdera,42.30996,3.14527,Entire home/apt,371,5,6,8/15/20,0.11,1,332,0,HUTG-020234
18749956,–û—Ç–ª–∏—á–Ω–∞—è –∫–≤–∞—Ä—Ç–∏—Ä–∞ –Ω–∞ –±–µ—Ä–µ–≥—É –º–æ—Ä—è,119884491,Oleg,,Castell-Platja d'Aro,41.81445,3.06735,Entire home/apt,117,7,0,,,2,208,0,
18750375,"2 min to beach, 2 bedrooms, Fenals apartment",103690060,Angelina,,Lloret de Mar,41.69558,2.83028,Entire home/apt,110,1,27,9/5/21,0.5,2,211,12,
18751330,"A-24 Apartment with sea view and pool, Fornells",4629712,Immo Cala Marquesa,,Begur,41.94201,3.21091,Entire home/apt,135,7,3,8/24/19,0.05,90,15,0,HUTG-030308
18753715,Ca la Pepa,130473497,Francesc Xavier,,Begur,41.93953,3.2172,Entire home/apt,135,2,20,8/27/21,0.37,1,248,6,HUTG-027682
18759936,R.212 - MIRAMAR - Beautiful design apartment in front of sea.,113356954,Company Turístic,,Roses,42.26294,3.15579,Entire home/apt,114,1,6,10/23/19,0.11,107,214,0,HUTG-023791
18760787,"Cozy apartment for 3 pax, 100 m from the  beach",130538651,Diana,,Lloret de Mar,41.69602,2.8332,Entire home/apt,53,3,38,9/22/21,0.7,1,270,6,HUTG-042727
18761108,Bonboncito para dos...,119893489,Joan,,Palamós,41.84548,3.13083,Entire home/apt,50,6,36,9/5/21,0.66,1,192,8,
18763029,Gran apartamento a 350 m del mar.Parking Incluido!,130552426,Mireia,,Blanes,41.66526,2.78138,Entire home/apt,130,4,11,8/14/21,0.2,1,95,1,HUTG-026512
18764171,ALQUILER CASA CON JARDIN EN PALAMOS COSTA BRAVA,22794471,Gabymaxbel,,Palamós,41.84918,3.13181,Entire home/apt,108,4,7,8/16/20,0.13,1,260,0,7447
18765063,El Mirador de  Can Tapis,129825613,Josep,,Camós,42.07765,2.77655,Entire home/apt,200,4,4,4/2/21,0.1,6,0,2,
18765642,"Central location,new, accesible. Sleeps 3 .",129538252,M.Angels & Enric,,Girona,41.98169,2.82285,Entire home/apt,98,2,60,10/27/21,1.11,2,218,12,HUTG-028736
18766092,Apart. con vistas al mar y playa a 10 m. Piscina.,93625144,Montse,,Torroella de Montgrí,42.04062,3.19548,Entire home/apt,51,4,30,9/17/21,0.56,3,0,8,HUTG-028686
18767468,"Town house in Estartit, near beach and centre.",26234453,Rachel,,Torroella de Montgrí,42.0488,3.18849,Entire home/apt,40,7,7,8/18/21,0.13,43,99,1,hutg-008854
18770502,Un apartamento con 2 dormitorios Fenals,18034091,Summer Dreams,,Lloret de Mar,41.69589,2.83322,Entire home/apt,105,70,0,,,33,363,0,
18772352,"Maison 3 chambres avec piscine, Sa Riera",74802181,Valerie,,Begur,41.94978,3.21767,Entire home/apt,285,7,9,7/31/21,0.17,1,177,1,
18780961,"Apartment in Llafranc, with pool and parking very close to the center and only 250 m from the beach",114499186,Port Calella Real Estate,,Palafrugell,41.8935,3.18926,Entire home/apt,100,1,3,7/17/21,0.11,9,0,1,HUTG-010592
18781737,Costa Brava Empord√° /Girona,129193924,Bruno,,Corçà,42.00648,3.04388,Entire home/apt,140,2,23,6/20/21,0.42,1,354,4,HUTG-027079
18782156,PETITA CASA PESCADORS. CAN CASALS. Reg HUGT 016959,8581135,Montserrat,,Sant Feliu de Guíxols,41.78051,3.03371,Entire home/apt,100,7,2,8/21/21,0.05,1,170,1,HUTG-016959
18782439,FLOMAR 1-2,95415596,Ceigrup,,Torroella de Montgrí,42.0513,3.19298,Entire home/apt,185,1,1,9/2/17,0.02,432,246,0,HUTG-006725
18782440,FLOMAR 2-2,95415596,Ceigrup,,Torroella de Montgrí,42.05308,3.19334,Entire home/apt,185,1,1,4/4/21,0.11,432,246,1,HUTG-006726
18783300,211 Daniel1A InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26616,3.15248,Entire home/apt,193,1,2,8/19/17,0.04,20,364,0,ATG-000058
18783301,221 Daniel1B InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26548,3.15131,Entire home/apt,200,1,1,6/9/17,0.02,20,326,0,ATG-000058
18783302,122 Oasis D4 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26502,3.16353,Entire home/apt,207,1,7,7/25/20,0.15,20,227,0,HUTG-001585
18783303,132 Oasis B7 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26501,3.16382,Entire home/apt,215,1,10,10/12/20,0.2,20,215,0,HUTG-001583
18783305,105 Oasis B5 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.2644,3.16183,Entire home/apt,199,1,2,3/24/21,0.04,20,265,1,HUTG-001584
18783308,231 Daniel1C InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26477,3.15273,Entire home/apt,200,1,6,6/29/19,0.12,20,364,0,ATG-000058
18783309,103 Oasis E3 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26514,3.16373,Entire home/apt,199,1,1,8/14/21,0.22,20,310,1,HUTG-001586
18783310,201 DanielBA InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26431,3.15309,Entire home/apt,193,1,0,,,20,364,0,ATG-000058
18783312,301 Nuria B1 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26547,3.1519,Entire home/apt,196,1,1,6/22/21,0.16,20,304,1,ATG-000100
18783313,240 DanielBB InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26569,3.15145,Entire home/apt,200,1,1,6/29/18,0.02,20,294,0,ATG-000058
18783314,251 DanielAA InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26592,3.15096,Entire home/apt,200,1,0,,,20,290,0,ATG-000058
18783315,243 Daniel3B InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26449,3.15283,Entire home/apt,200,1,2,7/20/19,0.06,20,222,0,ATG-000058
18783316,203 DanielBC InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26567,3.15272,Entire home/apt,193,1,4,8/21/21,0.08,20,285,1,ATG-000058
18783317,252 DanielAB InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26547,3.15175,Entire home/apt,200,1,1,6/15/17,0.02,20,232,0,ATG-000058
18783318,131 Oasis B8 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26602,3.16387,Entire home/apt,215,1,1,10/27/18,0.03,20,289,0,HUTG-017250
18783319,351 Nuria 51 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.2635,3.15291,Entire home/apt,218,1,2,4/4/21,0.05,20,319,1,ATG-000100
18783320,121 Oasis A1 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26644,3.16183,Entire home/apt,207,1,5,9/9/21,0.09,20,250,1,HUTG-001700
18783321,402 CTordera InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.25851,3.18515,Entire home/apt,283,1,20,11/13/21,0.38,20,269,6,HUTG-015519
18783322,302 Nuria B2 InmoSantos Location Appartement Roses,130388792,Sergi,,Roses,42.26368,3.15346,Entire home/apt,206,1,40,11/24/21,0.72,20,364,15,ATG-000100
18783337,FLOMAR  1-1,95415596,Ceigrup,,Torroella de Montgrí,42.0515,3.19322,Entire home/apt,204,1,1,4/5/21,0.11,432,246,1,HUTG-006724
18783338,FLOMAR 2-3,95415596,Ceigrup,,Torroella de Montgrí,42.05108,3.19425,Entire home/apt,185,1,1,8/15/21,0.22,432,246,1,HUTG-006727
18783411,POOL APARTMENT NEAR BEACH TOSSA,1298586,Kristjan Y Ana,,Tossa de Mar,41.72154,2.93382,Entire home/apt,138,2,16,9/20/21,0.36,107,305,6,HUTG-027668
18783458,"Suite ""Mística"" a l'alberg rural El Negre.",98420010,David,,Ogassa,42.25766,2.23716,Private room,80,1,4,8/6/18,0.08,7,0,0,
18784536,Incredible apartment in the heart of Costa Brava,27514370,Mariona,,Sant Feliu de Guíxols,41.77552,3.03,Entire home/apt,124,15,4,8/29/19,0.07,2,269,0,HUTG-247399
18787967,Apartaments Ponent 1 habitacion,122338166,Apartaments,,Lloret de Mar,41.69994,2.84044,Entire home/apt,128,2,0,,,64,345,0,HUTB-025561
18788785,Duplex 3 habitaciones,122338166,Apartaments,,Lloret de Mar,41.70033,2.84194,Entire home/apt,244,2,5,8/25/21,0.09,64,338,1,HUTB-025559
18797011,‚ô• CostaCabana - Monte Cristo ‚ô• Luxurious apartment,116201807,Marie,,Lloret de Mar,41.70697,2.84965,Entire home/apt,170,5,2,7/14/18,0.05,24,0,0,HUTG-003355
18798608,Feng Shui relaxing villa with pool.,130852222,Paula,,Vidreres,41.7536,2.81545,Entire home/apt,316,2,42,8/28/21,0.76,1,36,9,HUTG-026516
18798921,–ö–≤–∞—Ä—Ç–∏—Ä–∞ –≤ —Ü–µ–Ω—Ç—Ä–µ –°–∞–Ω –§–µ–ª–∏—É,119884491,Oleg,,Sant Feliu de Guíxols,41.7817,3.02907,Entire home/apt,79,2,1,8/24/21,0.23,2,131,1,
18799771,JADEMAR 083-D,95415596,Ceigrup,,Torroella de Montgrí,42.04991,3.19044,Entire home/apt,204,1,0,,,432,185,0,HUTG-007104
18799776,ILLA MAR DOR 141,95415596,Ceigrup,,Torroella de Montgrí,42.0495,3.19237,Entire home/apt,251,1,0,,,432,246,0,HUTG-030559
18799778,VALL PETITA 131,95415596,Ceigrup,,Torroella de Montgrí,42.04951,3.16463,Entire home/apt,319,1,0,,,432,246,0,HUTG-015700
18801301,ENJOY THIS WIDE APARTMENT WITH TERRACE,83944825,Josep,,Sant Pere Pescador,42.18809,3.07871,Entire home/apt,76,2,59,9/10/21,1.08,1,351,2,HUTG-028410
18802189,"Cosy apartment, renovated, with seaview",95092364,Rosa,,L'Escala,42.11432,3.14978,Entire home/apt,57,5,45,12/28/21,0.8,1,324,11,HUTG-024010
18803137,Cala Canyelles Home (Lloret de Mar),2509034,Melanie,,Lloret de Mar,41.70699,2.87958,Entire home/apt,150,7,3,7/21/19,0.06,2,340,0,HUTG-008426
18804324,Spectacular views with pool in Begur,10547296,Flateli,,Begur,41.96065,3.21004,Entire home/apt,260,4,26,9/19/21,0.49,65,341,3,HUTG-027424
18808377,Natural i tranquil...,125982402,Eva,,Vallfogona de Ripollès,42.19508,2.32175,Entire home/apt,118,1,3,11/19/19,0.05,1,363,0,
18810233,Mas Soles Parlava - habitage de uso turistico,130958106,Rubèn,,Parlavà,42.02146,3.03133,Entire home/apt,645,2,1,8/3/17,0.02,1,362,0,HUTG-048112
18815467,Charming & peaceful place very close to the beach,119731346,Valerie,,L'Escala,42.1131,3.14036,Entire home/apt,52,1,31,9/14/21,0.58,1,319,7,HUTG-037763
18816023,Charming restored village house in Verges,263716,Meritxell,,Verges,42.06228,3.04387,Entire home/apt,80,3,36,8/25/20,0.65,1,72,0,HUTG-027709
18817073,Duplex 2 habitaciones,122338166,Apartaments,,Lloret de Mar,41.70027,2.84149,Entire home/apt,209,2,1,7/25/17,0.02,64,345,0,HUTB-025560
18817338,La Rambla cute design apartment,10547296,Flateli,,Girona,41.98426,2.82266,Entire home/apt,105,2,40,2/10/20,0.72,65,0,0,HUTG-036587
18820791,Villasol chalet entero,131040116,Marisol,,Calonge,41.85533,3.10912,Entire home/apt,210,5,1,4/18/18,0.02,1,358,0,
18823771,2 bedroom apartment with balcony view over river,5386044,Julieanne,,Sant Feliu de Pallerols,42.07711,2.50612,Entire home/apt,96,3,33,12/8/21,0.6,2,179,11,HUTG-026567
18824175,Paradise Seaside Unique House —Ålose to Barcelona,35084302,Andrey,,Lloret de Mar,41.69236,2.8264,Entire home/apt,1100,5,3,7/15/19,0.06,1,152,0,
18826036,Maison piscine wifi clim jardin,32421796,Elisabeth,,Castelló d'Empúries,42.24524,3.12587,Entire home/apt,140,7,13,9/25/21,0.24,1,337,9,HUTG-036041
18826167,HOUSE IN THE CENTER OF THE VILLAGE 250 M FROM THE BEACH,117751526,Eva,,L'Escala,42.12516,3.13123,Entire home/apt,430,1,4,9/28/21,0.08,60,0,2,HUTG-027614
18826182,RENOVATED APARTMENT 600 METERS FROM THE BEACH,117751526,Eva,,L'Escala,42.11655,3.12852,Entire home/apt,428,1,4,4/5/21,0.12,60,0,1,HUTG-027612
18826305,2-S. EST. I - 302,128662740,"Euroapart La Fosca, S. L.",,Palamós,41.85863,3.14728,Entire home/apt,65,1,0,,,62,364,0,EN TRAMITE
18832418,VILLA L'ESQUIROL- PISCINA PRIVADA- 3 DORMITORIOS,23324405,Silvia,,L'Escala,42.10666,3.14618,Entire home/apt,108,7,12,9/11/21,0.22,62,0,4,HUTG-026945
18834053,Woning in Spanje met zwembaden en tennisbanen,43375602,Corna,,Castell-Platja d'Aro,41.83182,3.07339,Entire home/apt,125,6,18,8/31/21,0.33,1,118,2,Exempt
18834798,Caravana vintage emporda,42691593,Albert,,L'Escala,42.12475,3.13292,Entire home/apt,80,1,46,9/26/21,0.83,1,270,14,HUTG-025208
18835619,"Ground floor with large terrace, community pool and tennis court just 175 meters from the beach of Port Pelegri in Calella de Palafrugell",114499186,Port Calella Real Estate,,Palafrugell,41.88947,3.18266,Entire home/apt,68,1,0,,,9,0,0,HUTG-009666
18835993,Lo que buscas,130812616,Kris,,Blanes,41.67004,2.78694,Entire home/apt,100,2,10,8/30/18,0.18,1,363,0,HUTG-033236
18838487,Bel appartement vue mer 15 min de la crique à pied,131200445,Helene,,Castell-Platja d'Aro,41.80307,3.04914,Entire home/apt,62,7,15,9/19/21,0.28,1,340,2,
18843449,LARGE VILLA WITH GARDEN AND 2 POOLS 50 METERS FROM THE BEACH,117751526,Eva,,L'Escala,42.14329,3.11501,Entire home/apt,259,1,2,8/22/20,0.04,60,126,0,HUTG-027585
18845705,"AL06 Apartment 2 line beach Fenals, Costa Brava",9614198,Verónica,,Lloret de Mar,41.69513,2.83257,Entire home/apt,60,2,9,8/13/21,0.17,25,202,3,HUTG-041782
18846296,Duplex para 9 personas,122338166,Apartaments,,Lloret de Mar,41.69842,2.84136,Entire home/apt,244,2,12,6/27/21,0.22,64,315,1,HUTB-025546
18846673,Apartaments Ponent 1 habitacion,122338166,Apartaments,,Lloret de Mar,41.6991,2.84193,Entire home/apt,128,2,0,,,64,338,0,HUTG025515
18847652,"Apart. en Platja d'Aro, Zona Politur (Girona).",130163510,Maria Cinta,,Castell-Platja d'Aro,41.81921,3.06925,Entire home/apt,100,7,9,8/1/21,0.17,1,90,3,
18850754,Casa 3 hab. centro del pueblo a 200m playa.,131310017,Francesc,,L'Escala,42.12575,3.13195,Entire home/apt,110,7,25,8/1/21,0.46,1,54,2,HUTB-028356
18851722,APTO LLAFRANC  A 150  DE LA PLAYA MUY SOLEADO,16613332,Oscar,,Palafrugell,41.89468,3.19283,Entire home/apt,39,3,20,8/15/21,0.37,1,90,4,HUTG-027400
18861584,Beautiful 3 bedroom 4 minute walk to beach,87128774,Anouk,,Palamós,41.85774,3.14288,Entire home/apt,150,3,29,8/31/21,0.53,1,357,5,HUTG-019107
18864701,Entre ciel et mer,107760380,Marta Isabel,,Sant Feliu de Guíxols,41.78971,3.02439,Entire home/apt,48,3,80,11/2/21,1.51,5,99,18,HUTG-040230
18864901,SAU : Estudi en finca  per a 4 - PISCINA PRIVADA,131434726,Roman,,Begur,41.94383,3.19261,Entire home/apt,220,3,4,8/10/21,0.75,1,365,4,HUTG-027095
18870514,"Argenter, √°tico con encanto y terraza con vistas a las monta√±as",131477001,Greenlike,,Olot,42.18212,2.48857,Entire home/apt,217,2,20,12/5/21,0.37,9,355,4,HUTG-029619
18871944,Loft del Taga,131487704,Irene,,Sant Joan de les Abadesses,42.23388,2.28742,Entire home/apt,83,2,36,11/14/21,0.65,1,18,5,HUTG-028123
18872378,"Villa Victoria, with beautiful panoramic views",131492015,Michal,,Roses,42.25558,3.18403,Entire home/apt,1299,3,2,8/21/21,0.04,1,180,1,HUTG-297070
18875922,"CASA VIVOLLORET, Vista Mar/LLoret, Piscina Privada",131523526,Miguel,,Lloret de Mar,41.71257,2.85813,Entire home/apt,140,7,51,11/30/21,0.92,2,150,21,HUTG-021981
18881946,Apartamento en Planoles con jardin,131577649,Sonia,,Planoles,42.31738,2.10381,Entire home/apt,96,2,60,12/7/21,1.12,1,174,14,HUTG-060228
18883083,Cosy apartment with pool and a marvellous sea view,37824476,Daniel,,Begur,41.9539,3.22384,Entire home/apt,114,5,30,10/31/21,0.55,1,193,11,HUTG-297350
18885749,1.1 - NUEVO en centro ROSES con WI-FI a 60m PLAYA,90447310,Lisa & Julian,,Roses,42.26127,3.17706,Entire home/apt,87,2,56,12/13/21,1.02,4,260,18,HUTG-027054
18885751,Can Caliro,131601245,Teresa,,Rabós,42.35542,3.02026,Entire home/apt,160,2,43,10/11/21,0.79,2,274,6,HUTB-033064
18886054,Apartment for 6 people with pool Calonge,131599980,Roger,,Calonge,41.85977,3.07571,Entire home/apt,89,3,3,7/26/19,0.06,1,0,0,HUTG-028375-08
18887259,"La Timba, Dúplex con vistas a la bahía S3",131609909,Apartaments Port De La Selva,,El Port de la Selva,42.33271,3.19466,Entire home/apt,125,2,3,8/4/17,0.05,21,293,0,HUTG-016257
18890219,Golf Royal. Pals. Planta baja con jardín y piscina,131632384,Cristina,,Pals,41.99036,3.19355,Entire home/apt,76,7,10,9/28/21,0.19,1,163,1,HUTG-007622
18892045,HUTG 16807 VIU UNA AVENTURA A FIGUERES,98671993,Carme,,Figueres,42.26737,2.96735,Entire home/apt,150,2,16,4/4/21,0.29,2,305,1,HUTG168071
18893559,"Peaceful loft.Begur center. Garden, parking -B11/1",131658972,Jordi,,Begur,41.95134,3.2078,Entire home/apt,70,2,48,9/12/21,0.86,1,1,9,HUTG-027789
18900238,Grand appart Empuriabrava 6 pers,17883476,Servane,,Castelló d'Empúries,42.26023,3.1031,Entire home/apt,57,7,2,6/24/19,0.04,1,173,0,
18900299,CADI PISCINA,95415596,Ceigrup,,L'Escala,42.10915,3.15831,Entire home/apt,471,1,2,8/10/21,0.07,432,183,1,HUTG-024497
18900300,PUIG SUREDA 13 1-C,95415596,Ceigrup,,L'Escala,42.12585,3.13624,Entire home/apt,264,1,2,7/18/21,0.07,432,214,1,HUTG-028312
18901424,"55CXIPRE. CASA XIPRERS 7 ""VILLA SANTINA""",122326504,Actual,,Castell-Platja d'Aro,41.83821,3.06693,Entire home/apt,179,7,2,8/11/18,0.05,100,356,0,HUTG-012595
18902824,Bonito apartamento a solo 100m de la playa,131733105,Lídia,,Calonge,41.84768,3.10575,Entire home/apt,71,2,17,9/9/21,0.31,1,24,4,HUTg-024420
18902889,FANT√ÅSTICO APARTAMENTO S¬¥AGAR√ì,131472450,Joan,,Castell-Platja d'Aro,41.80058,3.0515,Entire home/apt,193,7,2,8/15/18,0.04,12,59,0,
18903030,CAP RAS 3 Fantastic apartment in the seafront,21668566,Finques,,Llançà,42.38425,3.15889,Entire home/apt,221,7,1,8/19/17,0.02,61,8,0,HUTG-027595
18903785,"El Campaner, apartamento en el centro de Olot con acceso a piscina interior",131477001,Greenlike,,Olot,42.18212,2.48857,Entire home/apt,182,1,33,10/3/21,0.61,9,359,4,HUTG-029618
18904408,House with pool in Pals area,12618574,Jaume,,Palau-sator,41.99373,3.12156,Entire home/apt,249,4,28,7/22/21,0.51,1,314,4,HUTG-032704
18904500,Apartaments Ponent 1 habitacion,122338166,Apartaments,,Lloret de Mar,41.70036,2.84019,Entire home/apt,128,2,10,10/9/21,0.19,64,345,3,HUTB-025558
18905374,Costa Brava (Alt Empordà) ‚Äì ideal for family,131750145,Antoinette,,Saus,42.12002,2.96511,Entire home/apt,80,2,5,8/26/21,0.09,1,0,3,HUTG-317910
18905520,"El Far, Apartamento con vistas al mar, L3",131609909,Apartaments Port De La Selva,,El Port de la Selva,42.34225,3.20268,Entire home/apt,120,2,25,8/20/21,0.46,21,230,1,HUTG-012918
18909557,Apartaments Els Químics. 3 adultos,80467137,Nueva,,Girona,41.96641,2.82076,Private room,90,7,0,,,3,364,0,
18909827,Apartaments Els Químics.  3 adultos y 1 ni√±o,80467137,Nueva,,Girona,41.96696,2.81963,Private room,99,7,0,,,3,364,0,
18909934,FERRIOLA 3,95415596,Ceigrup,,Torroella de Montgrí,42.05264,3.19257,Entire home/apt,204,1,2,8/16/21,0.12,432,2,1,HUTG-004297
18910835,ROCAMAURA II  5-7,95415596,Ceigrup,,Torroella de Montgrí,42.04989,3.1973,Entire home/apt,398,1,2,4/5/21,0.07,432,273,1,HUTG-007759
18913592,Apartamento con piscina a 100m de playa S'abanell,131817165,Esteban,,Blanes,41.6584,2.77897,Entire home/apt,84,3,8,8/26/19,0.15,1,364,0,
18913789,apartamento luminoso con vistas panoramicas al mar,114245329,Imma,,Llançà,42.36022,3.16111,Entire home/apt,98,6,26,12/8/21,1.43,1,319,20,
18919685,Beautiful 3 bedroom apartment CALELLA facing sea,43990069,Jean-Philippe,,Palafrugell,41.88306,3.17991,Entire home/apt,168,3,6,7/6/21,0.11,1,296,1,HUTG-041819
18919858,LOVELY APARTMENT WITH COMMUNITY POOL IN LA BORNA,131630640,In√©s,,Begur,41.95602,3.22442,Entire home/apt,126,1,4,8/28/21,0.1,10,0,2,HUTG-017808
18919876,APARTMENT OVERLOOKING AIGUABLAVA BAY,131630640,In√©s,,Begur,41.94405,3.21172,Entire home/apt,131,1,0,,,10,0,0,HUTG-001620
18920913,Apartment in a Sea-View Villa with a pool,75364343,Ekaterina,,Lloret de Mar,41.71361,2.84785,Entire home/apt,106,2,11,8/21/19,0.2,3,89,0,
18921758,CAN ZOILO al cor del nucli medieval de Pals. WIFI,126727753,Dolors,,Pals,41.97146,3.14425,Entire home/apt,193,2,42,12/8/21,0.86,1,304,11,HUTG-026716
18922365,"El Mirador, Dúplex con vistas a la bahía, 3 hab S1",131609909,Apartaments Port De La Selva,,El Port de la Selva,42.33392,3.19499,Entire home/apt,125,2,4,7/28/20,0.12,21,293,0,HUTG-016255
18922540,CENTRIC APARTMENT with POOL in TOSSA,1298586,Kristjan Y Ana,,Tossa de Mar,41.71849,2.93048,Entire home/apt,200,2,6,8/16/21,0.11,107,10,2,HUTG-027602
18926980,"La Ribera, Apartamento con vistas panor√°micas R2",131609909,Apartaments Port De La Selva,,El Port de la Selva,42.33522,3.19632,Entire home/apt,85,2,21,11/2/19,0.39,21,292,0,HUTG-007574
18928250,Maison à la FOSCA à 50m de la mer,131937222,Fats Immo,,Palamós,41.85904,3.14842,Entire home/apt,150,7,9,8/7/21,0.17,1,198,1,HUTG-049267
18928645,Villa Casa Peters,129837136,Quality Estates,,Calonge,41.85277,3.06291,Entire home/apt,214,1,0,,,24,74,0,HUTG-021004
18928648,Villa Villa Ensue√±o,129837136,Quality Estates,,Calonge,41.87447,3.07107,Entire home/apt,369,1,1,8/21/21,0.23,24,114,1,HUTG-018598
18928649,Villa Villa Pacifica,129837136,Quality Estates,,Santa Cristina d'Aro,41.82543,3.01211,Entire home/apt,550,1,0,,,24,121,0,HUTG-17219
18928653,Apartment Caleta del Sol,129837136,Quality Estates,,Sant Feliu de Guíxols,41.78934,3.04347,Entire home/apt,161,1,1,8/21/21,0.23,24,209,1,HUTG-021227
18928661,Villa Esta Libro,129837136,Quality Estates,,Calonge,41.84915,3.05936,Entire home/apt,20000,1,0,,,24,0,0,HUTG-8573
18928662,Villa Villa Mediterranea,129837136,Quality Estates,,Calonge,41.87804,3.05929,Entire home/apt,20000,1,0,,,24,0,0,HUTG-9589
18928663,Villa Villa Ojo Azul,129837136,Quality Estates,,Santa Cristina d'Aro,41.82358,3.01181,Entire home/apt,20000,1,0,,,24,0,0,HUTG-2386
18928665,Villa Tree House Villa,129837136,Quality Estates,,Calonge,41.88128,3.07231,Entire home/apt,367,1,2,8/19/17,0.04,24,168,0,HUTG-8575
18928667,Villa Villa Castell,129837136,Quality Estates,,Calonge,41.87767,3.0721,Entire home/apt,293,1,1,9/11/21,0.27,24,157,1,HUTG-6264
18928668,Villa Vista Prima,129837136,Quality Estates,,Santa Cristina d'Aro,41.81146385,2.9680635,Entire home/apt,20000,1,0,,,24,0,0,HUTG-8206
18928669,Villa Villa Puig Rosell,129837136,Quality Estates,,Calonge,41.87119,3.07024,Entire home/apt,20000,1,3,8/7/21,0.1,24,0,2,HUTG-15340
18928672,Villa Villa Teka,129837136,Quality Estates,,Calonge,41.84235,3.06695,Entire home/apt,362,1,1,8/31/21,0.25,24,140,1,HUTG-007657
18928673,Villa Villa Shangrila,129837136,Quality Estates,,Calonge,41.85678638,3.049658516,Entire home/apt,20000,1,0,,,24,0,0,HUTG-8208
18928675,Villa Villa Rosa,129837136,Quality Estates,,"Cruïlles, Monells i Sant Sadurní de l'Heura",41.88096,3.0605,Entire home/apt,344,1,0,,,24,112,0,HUTG-3090
18928678,Villa Villa De Oro,129837136,Quality Estates,,Calonge,41.87654,3.06237,Entire home/apt,459,1,1,8/14/21,0.21,24,181,1,HUTG-8211
18928681,Villa Villa CasaBlanca,129837136,Quality Estates,,Calonge,41.85412,3.0599,Entire home/apt,315,1,2,8/6/21,0.06,24,121,1,HUTG-5362
18937478,FANT√ÅSTICA CASA S¬¥AGAR√ì,131472450,Joan,,Castell-Platja d'Aro,41.79921,3.05104,Entire home/apt,190,7,2,1/22/20,0.04,12,122,0,
18938043,( B2 )  appt T3 terrasse vue mer,115483318,Juliette Et Jean-Eric,,Roses,42.25705,3.18543,Entire home/apt,86,2,12,6/13/21,0.23,3,109,2,HUTG-029304
18938563,0015-BAHIA Apartment in front of the beach with wifi,132017348,Apart-Rent,,Castelló d'Empúries,42.24221,3.12772,Entire home/apt,87,1,0,,,121,267,0,HUTG-008747
18939054,"APARTMENT PLATJA, JUST 85 METERS FROM THE BEACH, AIR CONDITIONING, WFI, PARKING",127955218,Costa Brava Si,,Castell-Platja d'Aro,41.81851,3.0687,Entire home/apt,127,1,1,8/3/19,0.03,51,133,0,HUTG-015490
18940057,"2029-GRECS Roses House with wifi, Smart TV, garden and parking",132017348,Apart-Rent,,Roses,42.26677,3.18485,Entire home/apt,123,1,1,7/31/21,0.2,121,199,1,HUTG-013773
18941056,"Frontbeach , air conditioning. 5 people",37865833,Sa Punta Costa Brava S.L.,,Pals,41.98241,3.20542,Entire home/apt,121,3,5,8/7/21,0.09,51,1,3,HUTG-011075
18941058,Sea view Villa with a fantastic design  . Wi-fi,37865833,Sa Punta Costa Brava S.L.,,Begur,41.96896,3.20378,Entire home/apt,243,4,5,8/24/19,0.09,51,0,0,HUTG-012520
18941061,Two bedroom terraced house with sea view,37865833,Sa Punta Costa Brava S.L.,,Begur,41.97577,3.20092,Entire home/apt,140,7,1,7/29/19,0.03,51,340,0,HUTG-001085
