id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24867281,101.53_Two bedrooms apartment in front of the sea,151496825,Serveis Immobiliaris,,Cadaqués ,42.28743,3.27751,Entire home/apt,129,1,21,11/1/21,0.64,51,29,8,HUTG-004746
24869674,House with fantastic views of the Medes Islands.,187430698,Montse,,Torroella de Montgrí,42.05449,3.19317,Entire home/apt,85,4,11,9/6/21,0.38,1,230,3,HUTG-019154
24879528,"Cute duplex apartment in Costa Brava, Tossa de mar",188089533,Antonio,,Tossa de Mar,41.71756,2.930579,Entire home/apt,164,7,7,5/21/21,0.17,1,335,1,HUTG-026520
24898251,Ca la Teia,103540571,Agustina,,Bellcaire d'Empordà,42.08022,3.09405,Entire home/apt,78,1,77,10/30/21,1.76,1,72,7,
24901763,Can Ganxó. Casa familiar a 100m de la playa,117248385,Marc,,Sant Feliu de Guíxols,41.78172,3.02807,Entire home/apt,90,3,0,,,3,364,0,
24904296,"0158-PATTAYA Apartment with 2 bedrooms, terrace and garage",132017348,Apart-Rent,,Castelló d'Empúries,42.24638,3.12692,Entire home/apt,87,1,2,9/6/19,0.06,121,183,0,HUTG-035355-06
24905029,CAL MARINO,170013246,Núria,,El Port de la Selva,42.33915,3.20497,Entire home/apt,71,1,65,11/2/21,1.53,1,277,23,HUTB-001304
24905180,Nature and quietness only 2min from beaches,82852705,Roger - Hauzify,,Sant Feliu de Guíxols,41.77501,3.02028,Entire home/apt,131,1,11,12/6/21,0.25,23,296,2,HUTG-148370
24905805,Villa con vistas al mar y monta√±as,18034091,Summer Dreams,,Lloret de Mar,41.72109,2.87,Entire home/apt,242,7,2,8/29/21,0.07,33,363,1,
24910183,Apartamento en Calonge,180076208,Rosa,,Calonge,41.85897,3.07953,Entire home/apt,60,2,40,10/26/21,0.93,1,84,6,HUTG-034018
24914307,Club Villamar - Natacha,146108117,Club Villamar,,Blanes,41.68856,2.81079,Entire home/apt,720,7,0,,,147,51,0,HUTG-006249
24914309,Club Villamar - Finca El Encanto,146108117,Club Villamar,,Vidreres,41.76341,2.77258,Entire home/apt,543,7,0,,,147,117,0,HUTG-023673
24914330,Club Villamar - El Far,144741996,Club Villamar,,Palafrugell,41.89774,3.20284,Entire home/apt,258,7,2,7/13/21,0.27,86,184,2,HUTG-022419
24914357,Club Villamar - Aranda,146108117,Club Villamar,,Llagostera,41.78533,2.90007,Entire home/apt,476,7,0,,,147,164,0,HUTG-033623
24915381,Tossa Apartment-100m from Beach & 50m to Castle-3F,75706817,Anna&Alfred,,Tossa de Mar,41.71628,2.93194,Entire home/apt,70,1,114,12/7/21,2.64,2,87,37,HUTG-032132
24915977,New Studio in House in Les Pedreres Quarter,159619984,Rosa,,Girona,41.98029,2.82886,Entire home/apt,115,1,132,12/19/21,2.98,2,211,25,Exempt
24924496,Ideal para descansar,188447805,Sergio,,Roses,42.26789,3.14281,Entire home/apt,99,6,16,8/21/21,0.36,1,83,6,
24927770,Isabel - Apartamento con terraza,11251941,Aic Cadaqués  SL,,Cadaqués ,42.28944,3.27355,Entire home/apt,140,2,4,9/19/21,0.14,41,0,2,HUTG-023746
24928524,L'Havanera Boutique Home,46301657,Jeanine,,Palamós,41.84709,3.1295,Entire home/apt,120,2,103,12/28/21,2.35,23,254,35,HUTG-035792
24929325,"Exclusive appt by the seaside, parking included.",12667688,Toni,,Cadaqués ,42.2866,3.2761,Entire home/apt,279,7,3,8/11/18,0.07,3,326,0,HUTG-033088
24930285,SUPERBE APPARTEMENT AVEC JOLIE VUE ET PISCINE,188146437,Francisco,,Castelló d'Empúries,42.25062,3.10653,Entire home/apt,82,7,0,,,1,83,0,
24933254,Apart with swimming pool in Calella de Palafrugell,12346740,Raimon,,Palafrugell,41.89123,3.17881,Entire home/apt,107,2,58,9/17/21,1.32,60,361,7,HUTG-036517
24935359,Mas Toi by Costabravaway,50260338,Vera,,Calonge,41.85732,3.06018,Entire home/apt,334,2,10,12/8/21,0.24,13,355,6,HUTG-030823
24935491,"Appartement 2 chambres, piscines, 200m de la plage",37581383,Vent,,Castelló d'Empúries,42.23909,3.12391,Entire home/apt,49,7,5,8/21/21,0.12,2,65,2,
24949772,Club Villamar - Cala Morisca,146108117,Club Villamar,,Tossa de Mar,41.70976,2.89142,Entire home/apt,134,7,0,,,147,190,0,HUTG-020154
24951350,Acogedora casa en Tossa Mar,128506684,Albert Y Marta,,Tossa de Mar,41.70856,2.89202,Entire home/apt,143,2,24,8/23/21,0.55,2,269,11,HUTG-029250
24951643,Teranyina,43427904,Virgili (Agencia Inmobiliaria),,L'Escala,42.10968,3.1289,Entire home/apt,220,7,0,,,12,68,0,HUTG-004623-23
24954930,Park Sant Ramon - casa 8,129918804,Marina,,Castell-Platja d'Aro,41.79861,3.05012,Entire home/apt,110,7,3,9/28/19,0.09,5,0,0,HUTG-018433
24960176,Cozy Flat over the Beach!,12346740,Raimon,,Calonge,41.84093,3.09534,Entire home/apt,82,1,55,9/26/21,1.31,60,0,9,HUTG-038283
24960837,Villa en Estartit con vistas al mar,35882876,Diana,,Torroella de Montgrí,42.05478,3.19263,Entire home/apt,168,7,5,7/30/21,0.12,4,0,1,HUTG-033035
24962338,Apartamento La Bona Estada,100923573,Catalina,,Castell-Platja d'Aro,41.81118,3.06427,Entire home/apt,110,6,5,7/19/21,0.12,1,363,1,HUTG-016602
24963548,"Piso nuevo, luminoso y muy comfortable en Roses",207401,Daniel,,Roses,42.26674,3.17647,Entire home/apt,95,7,9,8/26/21,0.3,1,58,2,HUTG-036032
24972927,Can Batistet - Professional disinfection,13534935,Salvador,,Palau-saverdera,42.30776,3.14898,Entire home/apt,281,7,24,9/12/21,0.56,1,112,3,HUTG-035562
24972963,"Preciosa casa en el centro, con terraza",9438534,Atzavara,,Cadaqués ,42.2882,3.27704,Entire home/apt,224,2,3,8/22/21,0.48,5,245,3,HUTG-014124
24975969,Roses : Appartement avec vue sur mer,188820859,Annouck,,Roses,42.24991,3.19246,Entire home/apt,66,7,21,9/25/21,0.5,1,143,8,HUTG-035977
24976052,Kerstin Bruns - Casa Yves with sea view,162235748,Kerstin,,Tossa de Mar,41.71942,2.89997,Entire home/apt,57,5,4,9/11/18,0.09,55,184,0,HUTG-006224
24981372,Right over the sea - Cap Sa Sal - Costa Brava,27935549,Arantxa,,Begur,41.96603,3.23108,Entire home/apt,327,21,0,,,1,199,0,HUTG-034318
24983266,DANLUX LUCIA. LUXURY VILLA WITH SWIMMING POOL,111234237,Danlux Invest,,Tossa de Mar,41.71645,2.9023,Entire home/apt,498,1,15,11/1/21,0.35,18,0,8,HUTG-000001
24990026,APARTMENT LLORET DE MAR + GYM+ POOL + BEACH +PARK,188831419,Joan,,Lloret de Mar,41.70157,2.82977,Entire home/apt,110,4,16,8/29/21,0.36,1,364,5,
24998605,Casa rural Ventalló,188989407,Claudia,,Ventalló,42.15048,3.02288,Entire home/apt,250,6,0,,,1,365,0,
25005586,Pied dans l'eau,189031494,Sarah,,Castell-Platja d'Aro,41.81996,3.06887,Entire home/apt,200,4,7,8/29/21,0.17,1,180,2,
25006258,Lidia - Casa amb jardí,11251941,Aic Cadaqués  SL,,Cadaqués ,42.29108,3.27821,Entire home/apt,210,3,1,8/1/18,0.02,41,1,0,HUTG039242
25008970,Appartement vue mer à 2 pas de la plage,4033449,Lucas,,Llançà,42.3608,3.16223,Entire home/apt,95,7,0,,,1,362,0,
25020308,Aquamarina,111761361,Marc,,Roses,42.27069,3.14391,Entire home/apt,60,7,7,8/14/21,0.21,1,365,1,HUTB-033082
25020370,Estudio para 3 personas Lloret de Mar ‚Ññ2,185175556,Irina,,Lloret de Mar,41.69943,2.84793,Entire home/apt,57,1,5,9/10/21,0.19,13,153,4,HUTG-004058
25020449,Stunning & Stylish Apartment In Cadaqués ,78851477,Beatriz,,Cadaqués ,42.29005,3.27965,Entire home/apt,62,2,119,12/12/21,2.84,1,343,31,HUTG-035561
25020861,Estudio para 4 personas Lloret de Mar ‚Ññ1,185175556,Irina,,Lloret de Mar,41.69985,2.84991,Entire home/apt,75,1,5,12/1/21,0.17,13,153,4,HUTG-004048
25022218,Apartamento para 4 personas Lloret de Mar ‚Ññ2,185175556,Irina,,Lloret de Mar,41.70172,2.84957,Entire home/apt,75,1,3,2/26/20,0.08,13,153,0,HUTG-004059
25024748,Apartamento romantico Lloret de Mar,185175556,Irina,,Lloret de Mar,41.69999,2.84968,Entire home/apt,61,1,9,9/26/21,0.24,13,153,3,HUTG-004060
25025065,SES ABEIS ATIC,102326201,Corredor Mató,,Palafrugell,41.92111,3.20561,Entire home/apt,341,1,2,10/12/21,0.22,106,0,2,HUTG-009596
25027698,"A- luminoso piso, playa, piscina, parking, Wifi",172982828,Christina,,Castelló d'Empúries,42.24557,3.13051,Entire home/apt,110,2,6,6/27/21,0.16,8,21,1,HUTG-002069
25027984,Gustavo's Triangle,67375805,Teresa,,Cadaqués ,42.28657,3.277,Entire home/apt,131,1,75,12/8/21,2.09,1,202,30,HUTG-018078
25028337,El Rajolet - Countryside Experiences for Families,181700955,Ramon,,Les Llosses,42.15073,2.12118,Entire home/apt,350,2,10,1/2/20,0.24,1,0,0,Exempt
25028611,Viktoria,28650527,Viktoria,,Blanes,41.66793,2.78619,Entire home/apt,150,7,2,8/17/18,0.05,2,358,0,
25029011,Apartamento centro Lloret de Mar 6 pers.,185175556,Irina,,Lloret de Mar,41.69976,2.84861,Entire home/apt,92,1,2,3/10/19,0.05,13,153,0,HUTG-004034
25032159,Charmante maisonnette sur empuria,34933289,Xavier,,Castelló d'Empúries,42.2506,3.10431,Entire home/apt,180,5,6,7/12/19,0.14,1,363,0,
25033107,"Apartment 800m from the beach, S'agaró.",33913300,Laia,,Sant Feliu de Guíxols,41.7954,3.04925,Entire home/apt,159,4,12,8/31/21,0.29,1,332,6,HUTB-006212
25037494,Viktoria,28650527,Viktoria,,Blanes,41.6676,2.78683,Entire home/apt,221,7,0,,,2,173,0,3SZJZJWC2-1
25045318,Les Falguerines,189337189,Brigitte,,Begur,41.94885,3.22428,Entire home/apt,184,7,7,8/14/21,0.17,1,173,1,
25047128,Casa Aurelia,189351812,M√©lisande,,El Port de la Selva,42.33967,3.17868,Entire home/apt,205,7,0,,,1,365,0,
25048348,Stunning sea view townhouse 5 min. from the beach,189356643,Adeli,,Sant Feliu de Guíxols,41.79281,3.03932,Entire home/apt,135,32,0,,,1,88,0,
25050967,Preciosa casa con vistas y piscina privada,189365760,Lorenzo,,Torroella de Montgrí,42.05444,3.16163,Entire home/apt,121,5,28,8/26/21,0.67,1,194,6,HUTG-045835
25055086,Apartamento Marina 3 dormitorios wifi,165687747,Francisco,,Tossa de Mar,41.72468,2.93092,Entire home/apt,159,2,13,8/12/21,0.33,2,136,2,HUTG-035419
25060860,Sea View 6-8 People Apart. 20 mters to sea!!,21355432,Camino,,Calonge,41.82724,3.08082,Entire home/apt,125,7,29,8/25/21,0.66,1,364,5,HUTG-035330
25060915,Cozy apartment in Alp with garden,12346740,Raimon,,Alp,42.37357,1.88418,Entire home/apt,199,2,31,12/7/21,0.75,60,347,12,HUTG-017016
25061452,Villa.Sta.Cristina frente playa StaCristina AC/BBQ,45053308,Jose,,Lloret de Mar,41.68964,2.81383,Entire home/apt,457,2,16,7/24/21,0.38,2,334,4,HUTG-033994
25062655,Casa Tranquila en Aiguaviva Park,18034091,Summer Dreams,,Vidreres,41.75778,2.83285,Entire home/apt,114,55,1,7/31/21,0.19,33,354,1,HTG-027824/38
25063173,"Les Clisques, Apartamento de 2 habitaciones, L4",131609909,Apartaments Port De La Selva,,El Port de la Selva,42.34206,3.20312,Entire home/apt,70,2,9,8/30/21,0.2,21,289,3,HUTG-012919
25067434,Designer Apartment Costa Brava Parking-Mar,37781517,Felix,,Castell-Platja d'Aro,41.81689,3.06713,Entire home/apt,69,4,49,12/12/21,1.13,2,48,12,HUTG-035000
25068452,Atique ensoleill√© et lumineux à Llan√ßa,186086409,Michèle,,Llançà,42.36492,3.16207,Entire home/apt,114,3,24,12/27/21,0.57,1,245,8,HUTG-042762
25068675,Kerstin Bruns - Casa Paco with sea view,162235748,Kerstin,,Tossa de Mar,41.71912,2.90661,Entire home/apt,58,4,1,8/21/21,0.23,55,70,1,HUTG-006280
25070411,Casa Luxury en Cala Canyelles,18034091,Summer Dreams,,Lloret de Mar,41.70802,2.88296,Entire home/apt,900,90,0,,,33,336,0,
25070924,Acogedor apartamento a 3 min de la playa,46701488,Gabriela,,Santa Cristina d'Aro,41.76094,2.98248,Entire home/apt,76,5,18,8/28/21,0.43,1,339,4,
25072958,Port de la Selva Vent Llevant,7248111,Lise,,El Port de la Selva,42.34012,3.2078,Entire home/apt,400,7,1,7/24/20,0.06,1,83,0,HUTG-011421
25073186,"Apartamento con patio, muy cerca de mar",116671417,Montserrat,,Calonge,41.8473,3.10337,Entire home/apt,77,7,6,7/31/21,0.14,1,49,1,HUTG-005178
25074266,Costa brava Casa amplia y luminosa Alt Empordà,35369351,Fernando,,Espolla,42.39136,3.00267,Entire home/apt,307,2,4,12/26/21,0.14,1,174,2,HUTG-047281
25075059,Chalet excelente hasta 14 huespedes vista mar,189559400,Enrico,,Calonge,41.83851,3.06804,Entire home/apt,598,2,22,9/26/21,0.53,2,273,12,HUTG-046053
25077968,"142-Empuriabrava, house very confortable  with garden, wifi free",148547858,Lola,,Castelló d'Empúries,42.24883,3.11486,Entire home/apt,108,1,7,8/21/21,0.17,17,201,1,HUTG-035284
25093377,Nice Mountain Holiday Cottage. Catalan Pyrenees.,86112769,Ruralverd,,Pardines,42.30775,2.22793,Entire home/apt,165,1,2,12/26/21,0.12,16,335,1,PG-000520
25093608,"Green Mar 403 - Penthouse with aircon., wifi, SAT TV",116980616,Holiday Promotion Group,,Pals,41.99414,3.19131,Entire home/apt,110,1,1,7/31/21,0.2,40,2,1,HUTG-036675- 87
25093807,Large Mountain holiday cottage. Catalan Pyrenees,86112769,Ruralverd,,Toses,42.32281,2.04613,Entire home/apt,351,1,8,8/22/20,0.2,16,300,0,PG-000805
25094147,Comfortable cottage near Banyoles. Shared pool.,86112769,Ruralverd,,Fontcoberta,42.12735,2.81245,Entire home/apt,290,1,8,9/5/21,0.2,16,321,2,PG-000738
25094179,Casita  de vacaciones para familias,189690065,Maria Elvira,,Vidreres,41.74871,2.81771,Entire home/apt,186,4,12,8/28/21,0.29,1,364,7,Exempt
25096393,"Awesome home in Tossa de Mar, Girona with WiFi and 7 Bedrooms",154047241,Novasol,,Tossa de Mar,41.70993,2.89878,Entire home/apt,245,28,2,9/14/21,0.08,11,273,1,HUTG-031125
25096394,Nice home in Caldes de Malavella with WiFi and 4 Bedrooms,154047241,Novasol,,Caldes de Malavella,41.80666,2.84997,Entire home/apt,67,28,1,7/24/21,0.19,11,122,1,HUTG-024907
25097169,Appartement avec belle vue et au calme,189704721,Jean-Charles,,Palafrugell,41.88058,3.17802,Entire home/apt,107,5,20,9/12/21,0.48,1,264,8,HUTG-045541
25097329,CASA BLAVA,37865833,Sa Punta Costa Brava S.L.,,Begur,41.97719,3.20686,Entire home/apt,302,4,1,6/27/21,0.16,51,0,1,HUTG-001080
25098215,"Mountain Cottage with spectacular views, Pyrenees",86112769,Ruralverd,,Planoles,42.31718,2.11618,Entire home/apt,165,1,9,9/20/20,0.25,16,348,0,ATG-000002
25098570,"Stone mountain holiday cottage, Catalan Pyrenees.",86112769,Ruralverd,,Planoles,42.31602,2.1143,Entire home/apt,277,1,10,11/28/21,0.25,16,348,2,ATG-000002
25098787,Cottage in the Pardines Valley. Catalan Pyrenees.,86112769,Ruralverd,,Pardines,42.30981,2.21848,Entire home/apt,236,1,6,11/21/21,0.17,16,338,2,PG-000146
25099070,"Independent holiday cottage, private garden.",86112769,Ruralverd,,Pardines,42.31083,2.21972,Entire home/apt,162,1,5,3/1/20,0.14,16,338,0,PG-000146
25099150,"Mountain cottage, Catalan Pyrenees.",86112769,Ruralverd,,Pardines,42.3092,2.22541,Entire home/apt,242,1,5,12/12/21,0.13,16,327,1,PG-000520
25103076,Les terrasses D'EMPURIA Brava,60636611,Jean Marc,,Castelló d'Empúries,42.24717,3.11965,Entire home/apt,79,5,11,8/21/20,0.26,4,122,0,
25107559,"Lovely apartment in La Fosca, Palamós",21389164,Gala,,Palamós,41.85283,3.13956,Entire home/apt,74,4,31,9/8/21,0.72,1,154,7,HUTG-010005
25114598,Villa  Only 500 meters from the beach.Wifi.,37865833,Sa Punta Costa Brava S.L.,,Pals,41.97831,3.20186,Entire home/apt,290,4,3,7/9/19,0.07,51,0,0,HUTG-002096
25122053,Beau studio c√¥t√© plage sable fin à Santa margarita,7456767,Andrea,,Roses,42.26524,3.16104,Entire home/apt,60,7,8,8/7/21,0.19,1,298,2,
25122108,VILLA DE STANDING/PISCINE/JARDIN/GOLF DE PERALADA,189548962,Florence,,Peralada,42.3211,3.02985,Entire home/apt,385,4,1,9/1/19,0.04,1,336,0,HUTG-037499
25124091,L‚ÄôEstartit- Beautiful flat with a stunning view,131160597,Danièle Et Jean-Fran√ßois,,Torroella de Montgrí,42.05257,3.19724,Entire home/apt,35,3,24,9/26/21,0.58,1,240,9,
25128796,villa elena,189923690,Francisco,,Lloret de Mar,41.71153,2.88212,Entire home/apt,250,31,0,,,1,179,0,
25129168,Habitación 2 con desayuno,136170565,Monique,,Castell-Platja d'Aro,41.81615,3.03362,Private room,55,1,50,8/28/21,1.15,3,274,13,
25129915,Espectacular Casa Situada Sobre el Mar,47114123,Herv√©,,El Port de la Selva,42.34498,3.20452,Entire home/apt,120,4,13,10/2/21,0.3,1,279,6,
25132846,apartamento voramar,86847780,Gina,,Castell-Platja d'Aro,41.81024,3.0644,Entire home/apt,163,7,1,8/18/18,0.02,11,179,0,
25145513,Sc6c Terraced house with communal pool,33902031,Property Care,,Pals,41.985,3.19893,Entire home/apt,238,3,3,9/13/21,0.07,33,150,1,Hutg-036306
25150518,"Apartment with 2 bedrooms in Platja d'Aro, with wonderful mountain view, furnished terrace and WiFi - 50 m from the beach",159581840,"Loic, Estelle & Co",,Castell-Platja d'Aro,41.818886,3.067011,Entire home/apt,68,2,9,9/20/20,0.21,6,365,0,HUTG-034992
25153095,Peque√±o studio en primera línea de mar,190078027,Miguel,,Castell-Platja d'Aro,41.80813,3.06434,Entire home/apt,56,6,1,7/19/19,0.03,1,364,0,HUTG-036214
25160153,"Costabravapartment Cal Guillot, country house with private pool",819225,Xavier,,Vilademuls,42.10403,2.86627,Entire home/apt,325,2,2,9/6/20,0.07,8,363,0,PG-001062
25165615,Flat near the beach and center of Tossa de Mar - 3,21622157,Ildar&Diana,,Tossa de Mar,41.71819,2.93171,Entire home/apt,44,2,106,12/12/21,2.42,3,84,23,HUTG-027670
25166034,Flat near the beach and center of Tossa de Mar - 2,21622157,Ildar&Diana,,Tossa de Mar,41.71726,2.93067,Entire home/apt,49,2,105,12/9/21,2.4,3,68,28,HUTG-027784
25174279,Lovely Aneta‚Äôs house in Empordà,22715173,Francesc,,Corçà,41.98935,3.01849,Entire home/apt,160,6,13,8/6/21,0.31,1,118,2,HUTG-040346
25174542,CATALUNYA 2-2,95415596,Ceigrup,,L'Escala,42.12198,3.1345,Entire home/apt,319,1,0,,,432,0,0,HUTG-034669
25174911,Hostal del Coll,190233216,Joan,,Susqueda,41.95916,2.52394,Entire home/apt,250,2,1,8/23/20,0.06,5,170,0,HG-001957
25175257,2.1 - NUEVO en centro ROSES con WI-FI a 60m PLAYA,90447310,Lisa & Julian,,Roses,42.26127,3.17706,Entire home/apt,87,2,24,11/14/21,0.57,4,176,8,HUTG-034568
25176455,NICE APARTMENT in the CENTER of TOSSA,1298586,Kristjan Y Ana,,Tossa de Mar,41.71878,2.92973,Entire home/apt,134,2,11,8/14/21,0.25,107,10,1,HUTG-036192
25179184,Luxury villa in Tossa de Mar with private beach,13328366,Angel,,Tossa de Mar,41.71507,2.90083,Entire home/apt,1029,4,8,10/23/21,0.25,7,359,4,HUTG-021815
25180106,2.2 - NUEVO en centro ROSES con WI-FI a 60m PLAYA,90447310,Lisa & Julian,,Roses,42.26127,3.17706,Entire home/apt,94,2,20,11/4/21,0.47,4,260,6,HUTG-034569
25180443,Casa a pie de playa de La Fosca,5589783,La Fosca Serveis,,Palamós,41.85994,3.14255,Entire home/apt,165,4,1,7/29/19,0.03,41,27,0,HUTG-016150
25180817,Mediterranean style Villa with excellent sea views,13328366,Angel,,Tossa de Mar,41.71427,2.90062,Entire home/apt,321,4,5,8/22/21,0.11,7,358,1,HUTG-003814
25182211,AMAZING FRONT SEA VIEWS APARTMENT,1298586,Kristjan Y Ana,,Tossa de Mar,41.72078,2.93357,Entire home/apt,225,2,49,11/11/21,1.42,107,349,12,HUTG-000041
25183272,"Estribor, Apartamento c√©ntrico  G5",131609909,Apartaments Port De La Selva,,El Port de la Selva,42.33731,3.20458,Entire home/apt,99,2,11,7/25/21,0.26,21,294,3,HUTG-001332
25183853,Maison proche plage et commerces avec piscine,101234915,Philippe,,Castelló d'Empúries,42.24438,3.12557,Entire home/apt,86,7,8,10/30/21,0.21,1,312,3,
25187111,Apart. Nuevo Port Llan√ßa 2hab. 4 pers.,121504957,Anna,,Llançà,42.36802,3.16027,Entire home/apt,105,6,3,8/11/19,0.07,1,362,0,HUTG-048885
25196803,"Torroella, modern apartment on the ground floor",26234453,Rachel,,Torroella de Montgrí,42.03915,3.12253,Entire home/apt,140,2,24,10/31/21,0.56,43,365,4,HUTB-809494
25196820,"apartamento con piscina - ""Los Sauces""",9959015,Virginia,,Lloret de Mar,41.699673,2.836273,Entire home/apt,85,5,4,8/19/20,0.1,7,0,0,HUTG-004189
25202580,APARTMENT   TOSSA  VILLAGE,12628229,Josep,,Tossa de Mar,41.72683,2.92772,Entire home/apt,90,2,0,,,2,0,0,HUTB-001988
25206943,HOTEL BONSOL DESCANSO Y RELAX AL SOL 5,185674473,Federico,,Lloret de Mar,41.70465,2.85688,Private room,61,1,19,7/7/21,0.44,10,331,1,Exempt
25219612,"""El Nidito blanco""",127868102,Rainer COSTABRAVA DE,,Lloret de Mar,41.72165,2.87774,Entire home/apt,285,7,6,8/22/20,0.14,2,199,0,HUTG-025675
25224750,Rustic house in Vall de Núria,190588435,Marcel,,Queralbs,42.34962,2.16123,Entire home/apt,348,1,10,10/3/21,0.26,1,325,2,HUTG-039335
25225942,apartamento entero la escala  a 200 m de la playa,41722373,Merghad,,L'Escala,42.12561,3.13157,Entire home/apt,89,5,11,8/14/21,0.26,1,363,2,Exempt
25226433,"Appartement à Rosas,Salatar 50 m de la plage, WIFI",131459477,Pascale Et Serge,,Roses,42.26493,3.16447,Entire home/apt,104,5,12,9/7/21,0.29,1,252,4,
25228960,"Apartment  Sol, wifi, air conditioning. Garden, swimming pool",118934271,Lloret Holiday,,Lloret de Mar,41.69581,2.82571,Entire home/apt,6020,1,1,8/22/20,0.06,106,86,0,HUTG-014970
25229362,Celler,59061633,Marc,,Corçà,42.0002,3.02866,Entire home/apt,65,2,6,1/1/20,0.14,5,0,0,HUTG-021750
25233362,Cozy apartment in Tamariu 450m away from the beach,99206089,Mireia,,Palafrugell,41.92046,3.20301,Entire home/apt,83,3,45,9/24/21,1.04,1,245,14,HUTG-038828
25244676,Fant√°stica planta baja S¬¥Agaró,131472450,Joan,,Castell-Platja d'Aro,41.79477,3.05457,Entire home/apt,92,5,1,7/14/18,0.02,12,109,0,
25244965,Patio Budget Apartment,46301657,Jeanine,,Calonge,41.84758,3.10843,Entire home/apt,82,2,96,12/20/21,2.24,23,173,36,HUTG-012157
25246602,Gorgeous Catalan Villa with stunning views,112154869,Nicola,,Cassà de la Selva,41.88976,2.88113,Entire home/apt,953,3,2,1/1/19,0.05,1,268,0,HUTB-027546
25248760,Studio avec beaucoup de charme,91748926,Jm,,Castelló d'Empúries,42.23986,3.12604,Entire home/apt,70,7,2,8/8/18,0.05,1,362,0,
25249874,VICTORIA PARK 2-4,95415596,Ceigrup,,Torroella de Montgrí,42.0527,3.19853,Entire home/apt,346,1,1,9/7/19,0.04,432,364,0,EN TRAMITE
25261523,Très beau loft de 50 m2 avec vue exceptionnelle,190853022,Jean Claude,,Castelló d'Empúries,42.24629,3.1288,Entire home/apt,73,6,8,8/12/20,0.19,1,0,0,HUTG-035361
25264955,RHO. Apartment front the sea with nice views and terrace,125245492,Xavi,,Roses,42.26452,3.1581,Entire home/apt,7196,1,14,8/14/21,0.33,37,2,3,HUTG-033686
25270559,Port,83513878,Ginebra,,L'Escala,42.11084,3.136138,Entire home/apt,45,1,0,,,1,176,0,
25274095,LUXURY HOUSE in CALA LLEVADO 3,1298586,Kristjan Y Ana,,Tossa de Mar,41.7154,2.90574,Entire home/apt,192,2,8,8/24/21,0.19,107,292,1,HUTG-026518
25276424,Margarita: Villa with swimming pool 500 meters from the beach,8345284,Aleksandra De K3HOMES,,L'Escala,42.11444,3.1336,Entire home/apt,171,1,4,9/22/19,0.09,67,0,0,HUTG-035848
25277511,"House in Foixà, Empordà Costa Brava",228738036,Jordi,,Foixà,42.03777,2.99738,Entire home/apt,245,7,7,8/29/21,0.17,1,363,1,HUTG-041509
25280155,Sc4g Apartment with shared pool,33902031,Property Care,,Pals,41.99705,3.18929,Entire home/apt,240,5,2,8/15/20,0.05,33,146,0,HUTG-003243
25286559,"La Caleta, Peque√±o apartamento c√©ntrico, C5",131609909,Apartaments Port De La Selva,,El Port de la Selva,42.33885,3.20611,Entire home/apt,83,2,5,9/2/21,0.12,21,293,1,HUTG-000629
25288019,"HABITACI√ìN CON VISTAS,   A PUIGCERDA",190827870,Sara,,Puigcerdà,42.43321,1.92572,Private room,35,1,49,10/19/21,1.16,1,356,8,
25288739,Villa con espectaculares vistas al mar,241844909,Cristina,,Roses,42.29411,3.17657,Entire home/apt,462,6,7,8/8/21,0.17,1,72,3,HUTB-001562
25300246,Casa Rústica a Tor - l‚ÄôEmpordà - Costa Brava,191054205,Emilia,,La Tallada d'Empordà,42.0895,3.0686,Entire home/apt,129,5,3,8/9/19,0.07,1,268,0,HUTG-030748
25302506,Relax o descans en ruta de muntanya,165352782,Marta,,Tortellà,42.23345,2.63063,Private room,36,2,62,10/20/19,1.45,1,120,0,Exempt
25305526,LUXURY HOUSE 3fl 300m2  FRONT OF BEACH! All new,127538908,Marc,,Blanes,41.67114,2.79022,Entire home/apt,160,5,4,9/21/21,0.1,1,88,2,HUTG-036779
25307271,CADAQUES  - GRANDE MAISON TERRASSE EXCEPTIONNELLE,189706664,Alexia,,Cadaqués ,42.28657,3.27427,Entire home/apt,454,2,12,9/17/21,0.31,1,120,3,HUTG-020449
25309340,‚ô• CostaCabana - Villa Fransisca ‚ô• Enclosed pool,116201807,Marie,,Blanes,41.68868,2.80701,Entire home/apt,300,5,0,,,24,0,0,HUTG-016989
25312801,"Apartamento en Sa Riera, bonita terraza, muy tranquilo.",71436592,Agencia Avi Begur,,Begur,41.97216,3.20884,Entire home/apt,184,2,0,,,11,0,0,HUTG-008293
25313103,Apartment Begur Aiguafreda with community pool.,71436592,Agencia Avi Begur,,Begur,41.96864,3.22967,Entire home/apt,10,2,0,,,11,0,0,HUTG-008266
25313118,Nice house in Aiguablava with panoramic views.,71436592,Agencia Avi Begur,,Begur,41.92751,3.21545,Entire home/apt,345,2,13,9/5/21,0.3,11,1,11,HUTG-001181
25313924,Pujada Puig Rom 126 - Barneda,120045637,Rita,,Roses,42.25427,3.18808,Entire home/apt,53,1,7,6/14/19,0.17,101,0,0,hutg-006542
25315092,Alquiler a 100m de la playa,47407385,Albert,,Sant Feliu de Guíxols,41.79148,3.04647,Entire home/apt,60,4,19,9/23/21,0.45,1,100,6,HUTG-014406
